fig_num,name,inventory_id,set_num,set_name,year,parent_id,parent_theme,theme_id,theme
fig-006181,"Remus Lupin, Dark Bluish Gray Jacket over Olive Green Vest",25305,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006181,"Remus Lupin, Dark Bluish Gray Jacket over Olive Green Vest",144799,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006182,Trolley Lady,25305,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006182,Trolley Lady,144799,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006183,"Ron Weasley, Plaid Jacket with Zipper, Short Legs",25305,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006183,"Ron Weasley, Plaid Jacket with Zipper, Short Legs",25694,75950-1,Aragog's Lair,2018,246,Harry Potter,246,Harry Potter
fig-006183,"Ron Weasley, Plaid Jacket with Zipper, Short Legs",144799,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006184,"Hermione Granger, Light Bluish Gray Hoodie with Stripes, Short Legs",25305,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006184,"Hermione Granger, Light Bluish Gray Hoodie with Stripes, Short Legs",144799,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006185,"Albus Dumbledore, Dark Red Robes, Light Bluish Gray Hair and Beard",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006185,"Albus Dumbledore, Dark Red Robes, Light Bluish Gray Hair and Beard",101396,9789895640485-1,Harry Potter: Hogwarts Memory Journal,2020,497,Books,497,Books
fig-006185,"Albus Dumbledore, Dark Red Robes, Light Bluish Gray Hair and Beard",101400,9781760508531-1,Harry Potter: Hogwarts Happenings,2021,497,Books,497,Books
fig-006185,"Albus Dumbledore, Dark Red Robes, Light Bluish Gray Hair and Beard",125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006186,"Draco Malfoy, Slytherin Sweater, Short Legs",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006186,"Draco Malfoy, Slytherin Sweater, Short Legs",114464,9780794448400-1,Harry Potter: Wizarding Duels: Potter vs Malfoy,2021,497,Books,497,Books
fig-006186,"Draco Malfoy, Slytherin Sweater, Short Legs",125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006187,Nearly Headless Nick,23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006187,Nearly Headless Nick,125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006188,"Susan Bones, Hufflepuff Sweater, Short Legs, Rubber Hair",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006189,"Rubeus Hagrid, Medium Nougat Overcoat, Arms with Pins",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006189,"Rubeus Hagrid, Medium Nougat Overcoat, Arms with Pins",35066,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006189,"Rubeus Hagrid, Medium Nougat Overcoat, Arms with Pins",73052,75978-1,Diagon Alley,2020,246,Harry Potter,246,Harry Potter
fig-006189,"Rubeus Hagrid, Medium Nougat Overcoat, Arms with Pins",125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006189,"Rubeus Hagrid, Medium Nougat Overcoat, Arms with Pins",129827,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006190,"Ron Weasley, Gryffindor Sweater, Short Legs",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006190,"Ron Weasley, Gryffindor Sweater, Short Legs",69973,9781913072315-1,Harry Potter: Hogwarts Yearbook 2020,2020,497,Books,497,Books
fig-006190,"Ron Weasley, Gryffindor Sweater, Short Legs",113810,9781760506391-1,Harry Potter: Big Book of Fun!,2021,497,Books,497,Books
fig-006190,"Ron Weasley, Gryffindor Sweater, Short Legs",115160,9782378891138-1,Harry Potter: Prépare-toi pour la magie!,2021,497,Books,497,Books
fig-006190,"Ron Weasley, Gryffindor Sweater, Short Legs",123711,9788325339135-1,Harry Potter: Time to play,2019,497,Books,497,Books
fig-006190,"Ron Weasley, Gryffindor Sweater, Short Legs",125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006191,"Professor Quirinus Quirrell (Voldemort), Medium Lavender Turban",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006191,"Professor Quirinus Quirrell (Voldemort), Medium Lavender Turban",125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006192,"Professor Minerva McGonagall, Dark Green Robes, Black Hat",23137,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006192,"Professor Minerva McGonagall, Dark Green Robes, Black Hat",125939,75954-1,Hogwarts Great Hall,2018,246,Harry Potter,246,Harry Potter
fig-006193,"Seamus Finnigan, Gryffindor Sweater, Short Legs",25304,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006193,"Seamus Finnigan, Gryffindor Sweater, Short Legs",124292,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006194,"Ron Weasley, Dark Tan Sweater with Stripes, Short Legs",25304,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006194,"Ron Weasley, Dark Tan Sweater with Stripes, Short Legs",58174,75968-1,4 Privet Drive,2020,246,Harry Potter,246,Harry Potter
fig-006194,"Ron Weasley, Dark Tan Sweater with Stripes, Short Legs",104157,40452-1,Hogwarts Gryffindor Dorms,2021,246,Harry Potter,246,Harry Potter
fig-006194,"Ron Weasley, Dark Tan Sweater with Stripes, Short Legs",124292,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006195,"Harry Potter, Open Red Flannel Shirt, Dark Bluish Grey Short Legs",25304,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006195,"Harry Potter, Open Red Flannel Shirt, Dark Bluish Grey Short Legs",104157,40452-1,Hogwarts Gryffindor Dorms,2021,246,Harry Potter,246,Harry Potter
fig-006195,"Harry Potter, Open Red Flannel Shirt, Dark Bluish Grey Short Legs",124292,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006196,"Argus Filch, Bald on Top",25304,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006196,"Argus Filch, Bald on Top",124292,75953-1,Hogwarts Whomping Willow,2018,246,Harry Potter,246,Harry Potter
fig-006197,"Jacob Kowalski, Reddish Brown Helmet",25693,75952-1,Newt's Case of Magical Creatures,2018,246,Harry Potter,667,Fantastic Beasts
fig-006198,"Newt Scamander, Dark Orange Vest over White Shirt",25693,75952-1,Newt's Case of Magical Creatures,2018,246,Harry Potter,667,Fantastic Beasts
fig-006199,"Queenie Goldstein, Bright Pink Outfit",25693,75952-1,Newt's Case of Magical Creatures,2018,246,Harry Potter,667,Fantastic Beasts
fig-006200,"Tina Goldstein, Light Bluish Gray Jacket",25693,75952-1,Newt's Case of Magical Creatures,2018,246,Harry Potter,667,Fantastic Beasts
fig-006201,Seraphina Picquery,24675,75951-1,Grindelwald's Escape,2018,246,Harry Potter,667,Fantastic Beasts
fig-006202,Gellert Grindelwald,24675,75951-1,Grindelwald's Escape,2018,246,Harry Potter,667,Fantastic Beasts
fig-006204,"Albus Dumbledore, Lavender Robes",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006205,"Madame Maxime, White Outfit",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006206,"Fleur Delacour, Light Bluish Gray Dress",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006207,"Cedric Diggory, Tuxedo",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006208,"Harry Potter, Black Tuxedo, Medium Legs",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006208,"Harry Potter, Black Tuxedo, Medium Legs",86595,9780241469392-1,Harry Potter: Hogwarts at Christmas,2021,497,Books,497,Books
fig-006208,"Harry Potter, Black Tuxedo, Medium Legs",112116,9780744028638-1,Harry Potter: Holidays at Hogwarts,2021,497,Books,497,Books
fig-006209,"Ron Weasley, Reddish Brown Suit, Medium Legs",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006210,"Viktor Krum, Red Jacket with Straps",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006211,"Hermione Granger, Bright Pink and Dark Pink Brick-Built Dress",35067,75948-1,Hogwarts Clock Tower,2019,246,Harry Potter,246,Harry Potter
fig-006212,Executioner,35066,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006212,Executioner,129827,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006213,Cornelius Fudge (Minister of Magic),35066,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006213,Cornelius Fudge (Minister of Magic),129827,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006214,"Ron Weasley, Dark Red Sweater, Medium Legs",35066,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006214,"Ron Weasley, Dark Red Sweater, Medium Legs",129827,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006214,"Ron Weasley, Dark Red Sweater, Medium Legs",133112,76407-1,The Shrieking Shack & Whomping Willow,2022,246,Harry Potter,246,Harry Potter
fig-006215,"Death Eater, Black Head, Tall Pointed Hat",35476,75965-1,The Rise of Voldemort,2019,246,Harry Potter,246,Harry Potter
fig-006216,Tom Riddle Grave Statue,35476,75965-1,The Rise of Voldemort,2019,246,Harry Potter,246,Harry Potter
fig-006217,"Peter Pettigrew, Black Suit, Odd Hands",35476,75965-1,The Rise of Voldemort,2019,246,Harry Potter,246,Harry Potter
fig-006218,"Harry Potter, Tournament Uniform Red and Black with Hogwarts Crest, Medium Legs",35476,75965-1,The Rise of Voldemort,2019,246,Harry Potter,246,Harry Potter
fig-006219,"Madame Maxime, Dark Red Dress",35475,75958-1,Beauxbatons' Carriage: Arrival at Hogwarts,2019,246,Harry Potter,246,Harry Potter
fig-006220,"Rubeus Hagrid, Reddish Brown Overcoat, Arms with Pins",35475,75958-1,Beauxbatons' Carriage: Arrival at Hogwarts,2019,246,Harry Potter,246,Harry Potter
fig-006221,"Fleur Delacour, Bright Light Blue Outfit",35475,75958-1,Beauxbatons' Carriage: Arrival at Hogwarts,2019,246,Harry Potter,246,Harry Potter
fig-006222,Gabrielle Delacour,35475,75958-1,Beauxbatons' Carriage: Arrival at Hogwarts,2019,246,Harry Potter,246,Harry Potter
fig-006223,"Stan Shunpike, Red Band on Hat",35177,75957-1,The Knight Bus,2019,246,Harry Potter,246,Harry Potter
fig-006224,"Ernie Prang, Bald on Top",35177,75957-1,The Knight Bus,2019,246,Harry Potter,246,Harry Potter
fig-006225,"Harry Potter, Dark Red and White Quidditch Uniform, Short Legs",25303,75956-1,Quidditch Match,2018,246,Harry Potter,246,Harry Potter
fig-006226,"Marcus Flint, Dark Green and White Slytherin Quidditch Uniform, Bowl Cut Hair",25303,75956-1,Quidditch Match,2018,246,Harry Potter,246,Harry Potter
fig-006227,"Lucian Bole, Dark Green and White Slytherin Quidditch Uniform",25303,75956-1,Quidditch Match,2018,246,Harry Potter,246,Harry Potter
fig-006228,"Oliver Wood, Dark Red and White Gryffindor Quidditch Uniform",25303,75956-1,Quidditch Match,2018,246,Harry Potter,246,Harry Potter
fig-006236,Imperial Officer / Major / Colonel / Commodore,119706,9783960801375-1,Star Wars: Rätselspaß für kosmische Abenteurer,2018,497,Books,497,Books
fig-006236,Imperial Officer / Major / Colonel / Commodore,142852,9781780558929-1,Star Wars: Fun Time,2022,497,Books,497,Books
fig-006241,Bain,10032,5000196304-1,The Hobbit - The Battle of the Five Armies (Blu-ray with Minifigures),2015,501,Gear,501,Gear
fig-006242,Vitruvius with Medallion and White Pupils,8419,5004238-1,The LEGO Movie: Everything Is Awesome Edition (Blu-Ray + DVD + Digital),2014,501,Gear,501,Gear
fig-006243,Clark Kent Transforming into Superman,34531,5002202-1,Batman The Movie - DC Super Heroes Unite (DVD),2013,501,Gear,501,Gear
fig-006244,"Skeleton, Standard Face, Top Hat, Ball Joint Arms",38372,4391-1,Ghost Clock,2000,501,Gear,501,Gear
fig-006245,Neuro,28158,5004938-1,Ninjago Minifigure Collection,2017,435,Ninjago,435,Ninjago
fig-006246,"Nindroid, White",28158,5004938-1,Ninjago Minifigure Collection,2017,435,Ninjago,435,Ninjago
fig-006247,Kai in Golden Power Outfit,28158,5004938-1,Ninjago Minifigure Collection,2017,435,Ninjago,435,Ninjago
fig-006248,"Krux, Young",28158,5004938-1,Ninjago Minifigure Collection,2017,435,Ninjago,435,Ninjago
fig-006249,"Batman, Centurion Outfit",28205,5004939-1,The LEGO Batman Movie Minifigure Collection,2017,535,Collectible Minifigures,535,Collectible Minifigures
fig-006250,"Batman, Dollar Bill Tuxedo",28205,5004939-1,The LEGO Batman Movie Minifigure Collection,2017,535,Collectible Minifigures,535,Collectible Minifigures
fig-006251,"Batman, Bunny Outfit",28205,5004939-1,The LEGO Batman Movie Minifigure Collection,2017,535,Collectible Minifigures,535,Collectible Minifigures
fig-006252,"Batman, Wizard Outfit",28205,5004939-1,The LEGO Batman Movie Minifigure Collection,2017,535,Collectible Minifigures,535,Collectible Minifigures
fig-006253,"Swamp Police / Ranger, Dark Tan Campaign Hat, Dark Blue Legs",16294,5004076-1,Minifigure Gift Set (Target Exclusive),2014,535,Collectible Minifigures,535,Collectible Minifigures
fig-006254,Lloyd DX,16294,5004076-1,Minifigure Gift Set (Target Exclusive),2014,535,Collectible Minifigures,535,Collectible Minifigures
fig-006255,Lavertus in Fire Chi Outfit with Cape,16294,5004076-1,Minifigure Gift Set (Target Exclusive),2014,535,Collectible Minifigures,535,Collectible Minifigures
fig-006256,Future Jay,28157,5005257-1,Ninjago Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006257,Harumi with Oni Mask,28157,5005257-1,Ninjago Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006258,Mohawk,28157,5005257-1,Ninjago Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006259,Nya in Kabuki Outfit,28157,5005257-1,Ninjago Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006260,Claire Dearing in Long Light Bluish Gray Coat,28302,5005255-1,Jurassic World Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006261,Ian Malcolm with Necklace,28302,5005255-1,Jurassic World Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006262,"Owen Grady with Reddish Brown Vest, and Dark Bluish Gray Legs with Belt",28302,5005255-1,Jurassic World Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006263,Horace Slughorn,28301,5005254-1,Harry Potter Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006264,"Madame Hooch, Light Nougat Hands",28301,5005254-1,Harry Potter Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006265,"Professor Dolores Umbridge, Dark Pink Outfit with Bright Pink Cardigan",28301,5005254-1,Harry Potter Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006266,"Professor Snape Boggart, Black Hat",28301,5005254-1,Harry Potter Minifigure Collection,2018,535,Collectible Minifigures,535,Collectible Minifigures
fig-006267,Henry Jones Sr. in Dark Tan Pith Helmet,30708,852504-1,Indiana Jones Magnet Set,2009,501,Gear,501,Gear
fig-006268,"Obi-Wan Kenobi, Old, Tan Robes, Hair, Reddish Brown Cape",36329,5002211-1,Darth Vader vs Obi-Wan Buildable Watch with Toy,2013,501,Gear,501,Gear
fig-006269,"Female, Dark Pink Vest and Necklace, White Legs, Dark Brown Hair French Braided",3787,852948-1,Female Minifigure Magnet Set,2010,501,Gear,501,Gear
fig-006270,Abby Yates,10200,75828-1,Ecto-1 & 2,2016,607,Ghostbusters,607,Ghostbusters
fig-006271,Patty Tolan,10200,75828-1,Ecto-1 & 2,2016,607,Ghostbusters,607,Ghostbusters
fig-006272,Erin Gilbert,10200,75828-1,Ecto-1 & 2,2016,607,Ghostbusters,607,Ghostbusters
fig-006273,Jillian Holtzmann,10200,75828-1,Ecto-1 & 2,2016,607,Ghostbusters,607,Ghostbusters
fig-006274,Kevin Beckman,10200,75828-1,Ecto-1 & 2,2016,607,Ghostbusters,607,Ghostbusters
fig-006275,Mayhem,10200,75828-1,Ecto-1 & 2,2016,607,Ghostbusters,607,Ghostbusters
fig-006276,Dana Barrett,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006277,Zombie Driver,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006278,Louis Tully in Bright Light Blue Shirt,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006279,Library Ghost,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006280,Janine Melnitz,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006281,Dr. Winston Zeddemore,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006282,Dr. Ray Stantz,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006283,"Dr. Peter Venkman, Slimed",8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006284,Dr. Egon Spengler,8461,75827-1,Firehouse Headquarters,2016,607,Ghostbusters,607,Ghostbusters
fig-006285,"Dr. Winston Zeddemore, Plain Arms",13915,21108-1,Ghostbusters Ecto-1,2014,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-006286,"Dr. Egon Spengler, Plain Arms",13915,21108-1,Ghostbusters Ecto-1,2014,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-006287,"Dr. Peter Venkman, Plain Arms",13915,21108-1,Ghostbusters Ecto-1,2014,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-006288,"Dr. Ray Stantz, Plain Arms",13915,21108-1,Ghostbusters Ecto-1,2014,576,LEGO Ideas and CUUSOO,576,LEGO Ideas and CUUSOO
fig-006289,Breez in Flat Silver Armor,5517,40116-1,Invasion from Below,2014,400,Hero Factory,400,Hero Factory
fig-006289,Breez in Flat Silver Armor,10911,44020-1,FLYER Beast vs. BREEZ,2014,400,Hero Factory,400,Hero Factory
fig-006290,Rocka in Pearl Dark Gray Armor,3996,44023-1,ROCKA Crawler,2014,400,Hero Factory,401,Heroes
fig-006290,Rocka in Pearl Dark Gray Armor,6511,44019-1,ROCKA Stealth Machine,2014,400,Hero Factory,400,Hero Factory
fig-006291,Evo with Datapad,7648,44021-1,SPLITTER Beast vs. FURNO & EVO,2014,400,Hero Factory,400,Hero Factory
fig-006291,Evo with Datapad,8114,44015-1,EVO Walker,2014,400,Hero Factory,400,Hero Factory
fig-006291,Evo with Datapad,15488,44022-1,EVO XL Machine,2014,400,Hero Factory,400,Hero Factory
fig-006292,"Furno in Pearl Dark Gray Armor, Bright Light Blue Head",7196,44018-1,FURNO Jet Machine,2014,400,Hero Factory,400,Hero Factory
fig-006292,"Furno in Pearl Dark Gray Armor, Bright Light Blue Head",7648,44021-1,SPLITTER Beast vs. FURNO & EVO,2014,400,Hero Factory,400,Hero Factory
fig-006293,Stormer with Datapad,8279,44016-1,JAW Beast vs. STORMER,2014,400,Hero Factory,400,Hero Factory
fig-006293,Stormer with Datapad,15262,44017-1,STORMER Freeze Machine,2014,400,Hero Factory,400,Hero Factory
fig-006294,Stormer in Flat Silver Armor,3052,44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,400,Hero Factory,400,Hero Factory
fig-006295,Evo in Pearl Dark Gray Armor,3052,44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,400,Hero Factory,400,Hero Factory
fig-006296,"Furno in Pearl Dark Gray Armor, Blue Head",3052,44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,400,Hero Factory,400,Hero Factory
fig-006297,Surge in Pearl Dark Gray Armor,1620,44028-1,SURGE & ROCKA Combat Machine,2014,400,Hero Factory,401,Heroes
fig-006298,Rocka in Flat Silver Armor,1620,44028-1,SURGE & ROCKA Combat Machine,2014,400,Hero Factory,401,Heroes
fig-006299,Breez in Pearl Dark Gray Armor,13440,44027-1,BREEZ Flea Machine,2014,400,Hero Factory,401,Heroes
